"streams","uptime","site","dp.name","term.name","location"
"NEON.D10.CPER.DP0.00014.001.01333.000.040.000",99.3,"CPER","Shortwave Radiation (Direct and Diffuse Pyranometer)","rawShortwaveRadiationDiffuse","Tower Top"
"NEON.D10.CPER.DP0.00014.001.01334.000.040.000",99.3,"CPER","Shortwave Radiation (Direct and Diffuse Pyranometer)","sunPresence","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01939.000.040.000",98.4,"CPER","Dust and Particulate Size Distribution","particulateMass1.0","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01940.000.040.000",98.4,"CPER","Dust and Particulate Size Distribution","particulateMass2.5","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01941.000.040.000",98.4,"CPER","Dust and Particulate Size Distribution","particulateMass4.0","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01942.000.040.000",98.4,"CPER","Dust and Particulate Size Distribution","particulateMass10","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01943.000.040.000",98.4,"CPER","Dust and Particulate Size Distribution","particulateMass15","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01944.000.040.000",99.3,"CPER","Dust and Particulate Size Distribution","pressureFM","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01945.000.040.000",99.3,"CPER","Dust and Particulate Size Distribution","tempFM","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01946.000.040.000",99.3,"CPER","Dust and Particulate Size Distribution","flowRateVolFM","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01947.000.040.000",99.3,"CPER","Dust and Particulate Size Distribution","flowRateMassFM","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01948.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","presAtm","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01949.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","temp","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01950.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","frt","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01951.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","frt0","Tower Top"
"NEON.D10.CPER.DP0.00017.001.01952.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","frtSet0","Tower Top"
"NEON.D10.CPER.DP0.00017.001.02351.000.040.000",99.2,"CPER","Dust and Particulate Size Distribution","pumpVoltage","Tower Top"
"NEON.D10.CPER.DP0.00022.001.01324.000.040.000",99.4,"CPER","Shortwave Radiation (Primary Pyranometer)","pyranometerOutput","Tower Top"
"NEON.D10.CPER.DP0.00022.001.01325.000.040.000",99.4,"CPER","Shortwave Radiation (Primary Pyranometer)","PRTResistance","Tower Top"
"NEON.D10.CPER.DP0.00022.001.01326.000.040.000",99.4,"CPER","Shortwave Radiation (Primary Pyranometer)","fanSpeed","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01314.000.040.000",99.2,"CPER","Shortwave/Longwave Net Radiation","sensorResistance","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01314.003.000.000",99,"CPER","Shortwave/Longwave Net Radiation","sensorResistance","Soil Plot 3"
"NEON.D10.CPER.DP0.00023.001.01315.000.040.000",99.2,"CPER","Shortwave/Longwave Net Radiation","inNetRadPyranometer","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01316.000.040.000",99.1,"CPER","Shortwave/Longwave Net Radiation","outNetRadPyranometer","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01317.000.040.000",99.2,"CPER","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01317.003.000.000",99,"CPER","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Soil Plot 3"
"NEON.D10.CPER.DP0.00023.001.01318.000.040.000",99.2,"CPER","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Tower Top"
"NEON.D10.CPER.DP0.00023.001.01318.003.000.000",99,"CPER","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Soil Plot 3"
"NEON.D10.CPER.DP0.00024.001.01320.000.010.000",99.1,"CPER","Photosynthetically Active Radiation","inPAR","Meas. Level 1"
"NEON.D10.CPER.DP0.00024.001.01320.000.020.000",99.1,"CPER","Photosynthetically Active Radiation","inPAR","Meas. Level 2"
"NEON.D10.CPER.DP0.00024.001.01320.000.030.000",99.2,"CPER","Photosynthetically Active Radiation","inPAR","Meas. Level 3"
"NEON.D10.CPER.DP0.00024.001.01320.000.040.000",99.2,"CPER","Photosynthetically Active Radiation","inPAR","Tower Top"
"NEON.D10.CPER.DP0.00024.001.01321.000.040.000",99.4,"CPER","Photosynthetically Active Radiation","outPAR","Tower Top"
"NEON.D10.CPER.DP0.00040.001.01798.001.501.000",99.4,"CPER","Soil heat flux plate","SHFVoltage","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00040.001.01798.003.501.000",99.4,"CPER","Soil heat flux plate","SHFVoltage","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00040.001.01798.005.501.000",99.1,"CPER","Soil heat flux plate","SHFVoltage","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00040.001.01799.001.501.000",NA,"CPER","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00040.001.01799.003.501.000",NA,"CPER","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00040.001.01799.005.501.000",NA,"CPER","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00040.001.01800.001.501.000",99.4,"CPER","Soil heat flux plate","curVoltage","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00040.001.01800.003.501.000",99.4,"CPER","Soil heat flux plate","curVoltage","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00040.001.01800.005.501.000",99.1,"CPER","Soil heat flux plate","curVoltage","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.001.501.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.001.502.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 2"
"NEON.D10.CPER.DP0.00041.001.01728.001.503.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 3"
"NEON.D10.CPER.DP0.00041.001.01728.001.504.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 4"
"NEON.D10.CPER.DP0.00041.001.01728.001.505.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 5"
"NEON.D10.CPER.DP0.00041.001.01728.001.506.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 6"
"NEON.D10.CPER.DP0.00041.001.01728.001.507.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 7"
"NEON.D10.CPER.DP0.00041.001.01728.001.508.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 8"
"NEON.D10.CPER.DP0.00041.001.01728.001.509.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 1, depth 9"
"NEON.D10.CPER.DP0.00041.001.01728.002.501.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.002.502.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 2"
"NEON.D10.CPER.DP0.00041.001.01728.002.503.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 3"
"NEON.D10.CPER.DP0.00041.001.01728.002.504.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 4"
"NEON.D10.CPER.DP0.00041.001.01728.002.505.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 5"
"NEON.D10.CPER.DP0.00041.001.01728.002.506.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 6"
"NEON.D10.CPER.DP0.00041.001.01728.002.507.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 7"
"NEON.D10.CPER.DP0.00041.001.01728.002.508.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 8"
"NEON.D10.CPER.DP0.00041.001.01728.002.509.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 2, depth 9"
"NEON.D10.CPER.DP0.00041.001.01728.003.501.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.003.502.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 2"
"NEON.D10.CPER.DP0.00041.001.01728.003.503.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 3"
"NEON.D10.CPER.DP0.00041.001.01728.003.504.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 4"
"NEON.D10.CPER.DP0.00041.001.01728.003.505.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 5"
"NEON.D10.CPER.DP0.00041.001.01728.003.506.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 6"
"NEON.D10.CPER.DP0.00041.001.01728.003.507.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 7"
"NEON.D10.CPER.DP0.00041.001.01728.003.508.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 8"
"NEON.D10.CPER.DP0.00041.001.01728.003.509.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 3, depth 9"
"NEON.D10.CPER.DP0.00041.001.01728.004.501.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.004.502.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 2"
"NEON.D10.CPER.DP0.00041.001.01728.004.503.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 3"
"NEON.D10.CPER.DP0.00041.001.01728.004.504.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 4"
"NEON.D10.CPER.DP0.00041.001.01728.004.505.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 5"
"NEON.D10.CPER.DP0.00041.001.01728.004.506.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 6"
"NEON.D10.CPER.DP0.00041.001.01728.004.507.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 7"
"NEON.D10.CPER.DP0.00041.001.01728.004.508.000",99.4,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 8"
"NEON.D10.CPER.DP0.00041.001.01728.004.509.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 4, depth 9"
"NEON.D10.CPER.DP0.00041.001.01728.005.501.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00041.001.01728.005.502.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 2"
"NEON.D10.CPER.DP0.00041.001.01728.005.503.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 3"
"NEON.D10.CPER.DP0.00041.001.01728.005.504.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 4"
"NEON.D10.CPER.DP0.00041.001.01728.005.505.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 5"
"NEON.D10.CPER.DP0.00041.001.01728.005.506.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 6"
"NEON.D10.CPER.DP0.00041.001.01728.005.507.000",99.1,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 7"
"NEON.D10.CPER.DP0.00041.001.01728.005.508.000",99.3,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 8"
"NEON.D10.CPER.DP0.00041.001.01728.005.509.000",99.2,"CPER","Soil temperature","soilPRTResistance","Soil Plot 5, depth 9"
"NEON.D10.CPER.DP0.00066.001.01329.001.000.000",99.2,"CPER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 1"
"NEON.D10.CPER.DP0.00066.001.01329.003.000.000",99.1,"CPER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 3"
"NEON.D10.CPER.DP0.00066.001.01329.005.000.000",99.1,"CPER","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 5"
"NEON.D10.CPER.DP0.00094.001.02081.001.501.000",99.2,"CPER","Soil water and salinity","rawVSWC0","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00094.001.02081.002.501.000",99.3,"CPER","Soil water and salinity","rawVSWC0","Soil Plot 2, depth 1"
"NEON.D10.CPER.DP0.00094.001.02081.003.501.000",99.2,"CPER","Soil water and salinity","rawVSWC0","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00094.001.02081.004.501.000",99.2,"CPER","Soil water and salinity","rawVSWC0","Soil Plot 4, depth 1"
"NEON.D10.CPER.DP0.00094.001.02081.005.501.000",99.1,"CPER","Soil water and salinity","rawVSWC0","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00094.001.02082.001.501.000",99.2,"CPER","Soil water and salinity","rawVSIC0","Soil Plot 1, depth 1"
"NEON.D10.CPER.DP0.00094.001.02082.002.501.000",99.3,"CPER","Soil water and salinity","rawVSIC0","Soil Plot 2, depth 1"
"NEON.D10.CPER.DP0.00094.001.02082.003.501.000",99.2,"CPER","Soil water and salinity","rawVSIC0","Soil Plot 3, depth 1"
"NEON.D10.CPER.DP0.00094.001.02082.004.501.000",99.2,"CPER","Soil water and salinity","rawVSIC0","Soil Plot 4, depth 1"
"NEON.D10.CPER.DP0.00094.001.02082.005.501.000",99.2,"CPER","Soil water and salinity","rawVSIC0","Soil Plot 5, depth 1"
"NEON.D10.CPER.DP0.00094.001.02083.001.501.000",99.2,"CPER","Soil water and salinity","rawVSWC1","Soil Plot 1, depth 2"
"NEON.D10.CPER.DP0.00094.001.02083.002.501.000",99.3,"CPER","Soil water and salinity","rawVSWC1","Soil Plot 2, depth 2"
"NEON.D10.CPER.DP0.00094.001.02083.003.501.000",99.2,"CPER","Soil water and salinity","rawVSWC1","Soil Plot 3, depth 2"
"NEON.D10.CPER.DP0.00094.001.02083.004.501.000",99.2,"CPER","Soil water and salinity","rawVSWC1","Soil Plot 4, depth 2"
"NEON.D10.CPER.DP0.00094.001.02083.005.501.000",99.1,"CPER","Soil water and salinity","rawVSWC1","Soil Plot 5, depth 2"
"NEON.D10.CPER.DP0.00094.001.02084.001.501.000",99.2,"CPER","Soil water and salinity","rawVSIC1","Soil Plot 1, depth 2"
"NEON.D10.CPER.DP0.00094.001.02084.002.501.000",99.3,"CPER","Soil water and salinity","rawVSIC1","Soil Plot 2, depth 2"
"NEON.D10.CPER.DP0.00094.001.02084.003.501.000",99.2,"CPER","Soil water and salinity","rawVSIC1","Soil Plot 3, depth 2"
"NEON.D10.CPER.DP0.00094.001.02084.004.501.000",99.2,"CPER","Soil water and salinity","rawVSIC1","Soil Plot 4, depth 2"
"NEON.D10.CPER.DP0.00094.001.02084.005.501.000",99.1,"CPER","Soil water and salinity","rawVSIC1","Soil Plot 5, depth 2"
"NEON.D10.CPER.DP0.00094.001.02085.001.501.000",99.2,"CPER","Soil water and salinity","rawVSWC2","Soil Plot 1, depth 3"
"NEON.D10.CPER.DP0.00094.001.02085.002.501.000",28.3,"CPER","Soil water and salinity","rawVSWC2","Soil Plot 2, depth 3"
"NEON.D10.CPER.DP0.00094.001.02085.003.501.000",99.2,"CPER","Soil water and salinity","rawVSWC2","Soil Plot 3, depth 3"
"NEON.D10.CPER.DP0.00094.001.02085.004.501.000",0,"CPER","Soil water and salinity","rawVSWC2","Soil Plot 4, depth 3"
"NEON.D10.CPER.DP0.00094.001.02085.005.501.000",99.1,"CPER","Soil water and salinity","rawVSWC2","Soil Plot 5, depth 3"
"NEON.D10.CPER.DP0.00094.001.02086.001.501.000",99.2,"CPER","Soil water and salinity","rawVSIC2","Soil Plot 1, depth 3"
"NEON.D10.CPER.DP0.00094.001.02086.002.501.000",28.3,"CPER","Soil water and salinity","rawVSIC2","Soil Plot 2, depth 3"
"NEON.D10.CPER.DP0.00094.001.02086.003.501.000",99.2,"CPER","Soil water and salinity","rawVSIC2","Soil Plot 3, depth 3"
"NEON.D10.CPER.DP0.00094.001.02086.004.501.000",0,"CPER","Soil water and salinity","rawVSIC2","Soil Plot 4, depth 3"
"NEON.D10.CPER.DP0.00094.001.02086.005.501.000",99.1,"CPER","Soil water and salinity","rawVSIC2","Soil Plot 5, depth 3"
"NEON.D10.CPER.DP0.00094.001.02087.001.501.000",99.2,"CPER","Soil water and salinity","rawVSWC3","Soil Plot 1, depth 4"
"NEON.D10.CPER.DP0.00094.001.02087.002.501.000",99.3,"CPER","Soil water and salinity","rawVSWC3","Soil Plot 2, depth 4"
"NEON.D10.CPER.DP0.00094.001.02087.003.501.000",99.2,"CPER","Soil water and salinity","rawVSWC3","Soil Plot 3, depth 4"
"NEON.D10.CPER.DP0.00094.001.02087.004.501.000",99.2,"CPER","Soil water and salinity","rawVSWC3","Soil Plot 4, depth 4"
"NEON.D10.CPER.DP0.00094.001.02087.005.501.000",99.2,"CPER","Soil water and salinity","rawVSWC3","Soil Plot 5, depth 4"
"NEON.D10.CPER.DP0.00094.001.02088.001.501.000",99.2,"CPER","Soil water and salinity","rawVSIC3","Soil Plot 1, depth 4"
"NEON.D10.CPER.DP0.00094.001.02088.002.501.000",99.3,"CPER","Soil water and salinity","rawVSIC3","Soil Plot 2, depth 4"
"NEON.D10.CPER.DP0.00094.001.02088.003.501.000",99.2,"CPER","Soil water and salinity","rawVSIC3","Soil Plot 3, depth 4"
"NEON.D10.CPER.DP0.00094.001.02088.004.501.000",99.2,"CPER","Soil water and salinity","rawVSIC3","Soil Plot 4, depth 4"
"NEON.D10.CPER.DP0.00094.001.02088.005.501.000",99.2,"CPER","Soil water and salinity","rawVSIC3","Soil Plot 5, depth 4"
"NEON.D10.CPER.DP0.00094.001.02089.001.501.000",99.2,"CPER","Soil water and salinity","rawVSWC4","Soil Plot 1, depth 5"
"NEON.D10.CPER.DP0.00094.001.02089.002.501.000",99.3,"CPER","Soil water and salinity","rawVSWC4","Soil Plot 2, depth 5"
"NEON.D10.CPER.DP0.00094.001.02089.003.501.000",99.2,"CPER","Soil water and salinity","rawVSWC4","Soil Plot 3, depth 5"
"NEON.D10.CPER.DP0.00094.001.02089.004.501.000",99.2,"CPER","Soil water and salinity","rawVSWC4","Soil Plot 4, depth 5"
"NEON.D10.CPER.DP0.00094.001.02089.005.501.000",99.2,"CPER","Soil water and salinity","rawVSWC4","Soil Plot 5, depth 5"
"NEON.D10.CPER.DP0.00094.001.02090.001.501.000",99.2,"CPER","Soil water and salinity","rawVSIC4","Soil Plot 1, depth 5"
"NEON.D10.CPER.DP0.00094.001.02090.002.501.000",99.3,"CPER","Soil water and salinity","rawVSIC4","Soil Plot 2, depth 5"
"NEON.D10.CPER.DP0.00094.001.02090.003.501.000",99.2,"CPER","Soil water and salinity","rawVSIC4","Soil Plot 3, depth 5"
"NEON.D10.CPER.DP0.00094.001.02090.004.501.000",99.2,"CPER","Soil water and salinity","rawVSIC4","Soil Plot 4, depth 5"
